event_type,timestamp,system_score,severity,behavioral_anomaly_flag,external_connection_flag,unknown_process_flag,sensitive_access_flag,label,process_name,parent_process,cpu_percent,memory_mb,cpu_zscore,memory_zscore,parent_child_rarity,cmd_entropy,process_freq_5min,is_known_binary,remote_ip,remote_port,is_private_ip,is_known_ip,connection_freq_1min,unique_ip_5min,port_risk,file_path,file_action,file_extension,is_sensitive_path,is_executable,file_freq_1min,file_rarity
process,2026-03-25 00:16:14,0,2,0,0,0,0,0,chrome.exe,explorer.exe,92.92,240.99,2.57,0.23,0.44,0.65,9.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:14,4,0,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,8080.0,1.0,1.0,4.0,9.0,0.26,,,,,,,
network,2026-03-25 00:16:14,1,2,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,443.0,1.0,0.0,28.0,7.0,0.04,,,,,,,
network,2026-03-25 00:16:15,1,2,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,443.0,0.0,1.0,30.0,10.0,0.62,,,,,,,
file,2026-03-25 00:16:15,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,0.0,4.0,0.95
file,2026-03-25 00:16:15,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,exe,1.0,1.0,14.0,0.16
process,2026-03-25 00:16:15,3,0,1,0,0,0,1,chrome.exe,cmd.exe,67.95,263.51,2.04,0.11,0.55,2.09,1.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:16,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,0.0,19.0,0.18
file,2026-03-25 00:16:16,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,conf,1.0,0.0,3.0,0.3
process,2026-03-25 00:16:16,0,0,0,0,0,0,0,postgres.exe,pg_ctl.exe,62.48,43.09,2.65,2.45,0.73,3.34,11.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:16,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,conf,1.0,0.0,3.0,0.14
network,2026-03-25 00:16:17,1,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,1.0,5.0,14.0,0.13,,,,,,,
network,2026-03-25 00:16:17,2,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,8080.0,1.0,0.0,18.0,9.0,0.41,,,,,,,
network,2026-03-25 00:16:17,4,1,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,7.0,2.0,0.06,,,,,,,
network,2026-03-25 00:16:17,4,1,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,8080.0,0.0,0.0,11.0,14.0,0.41,,,,,,,
process,2026-03-25 00:16:18,2,2,0,0,0,0,0,chrome.exe,pg_ctl.exe,0.51,63.2,0.02,2.24,0.59,4.06,3.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:18,0,2,0,0,0,0,0,python.exe,cmd.exe,72.87,245.02,2.25,1.34,0.15,3.55,5.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:18,0,2,0,0,0,0,0,python.exe,cmd.exe,68.25,246.61,0.29,1.47,0.91,4.9,5.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:18,0,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,80.0,1.0,0.0,10.0,4.0,0.16,,,,,,,
network,2026-03-25 00:16:19,0,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,4444.0,1.0,1.0,21.0,3.0,0.28,,,,,,,
process,2026-03-25 00:16:19,3,1,1,0,0,0,1,chrome.exe,explorer.exe,39.12,308.87,1.05,1.35,0.12,3.81,19.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:19,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,exe,1.0,0.0,4.0,0.26
file,2026-03-25 00:16:19,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,exe,0.0,0.0,19.0,0.69
network,2026-03-25 00:16:20,4,1,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,1.0,29.0,11.0,0.12,,,,,,,
network,2026-03-25 00:16:20,1,2,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,443.0,1.0,1.0,19.0,7.0,0.01,,,,,,,
file,2026-03-25 00:16:20,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,exe,0.0,0.0,4.0,0.67
process,2026-03-25 00:16:20,2,2,0,0,0,0,0,postgres.exe,explorer.exe,3.43,266.37,0.31,1.4,0.59,1.58,20.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:21,3,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,0.0,0.0,7.0,0.74
process,2026-03-25 00:16:21,2,0,0,0,0,0,0,postgres.exe,explorer.exe,74.79,457.88,1.13,2.3,0.51,2.64,17.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:21,4,1,1,0,0,0,1,python.exe,cmd.exe,5.27,420.16,2.88,1.18,0.84,3.75,1.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:21,3,1,1,0,0,0,1,chrome.exe,cmd.exe,46.43,454.52,1.08,0.74,0.92,0.48,16.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:22,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,0.0,0.0,13.0,0.62
network,2026-03-25 00:16:22,0,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,443.0,0.0,1.0,19.0,10.0,0.51,,,,,,,
process,2026-03-25 00:16:22,3,2,1,0,0,0,1,postgres.exe,cmd.exe,77.87,308.96,0.93,1.86,0.58,3.24,16.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:22,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,txt,0.0,1.0,1.0,0.85
process,2026-03-25 00:16:23,2,1,0,0,0,0,0,chrome.exe,pg_ctl.exe,19.06,196.23,0.91,1.03,0.43,4.93,4.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:23,1,1,0,0,0,0,0,postgres.exe,explorer.exe,55.29,162.66,1.46,2.48,0.66,0.96,10.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:23,4,2,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,1.0,0.0,3.0,10.0,0.77,,,,,,,
network,2026-03-25 00:16:23,4,0,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,1.0,30.0,13.0,0.45,,,,,,,
file,2026-03-25 00:16:24,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,exe,0.0,1.0,16.0,0.53
process,2026-03-25 00:16:24,4,0,1,0,0,0,1,python.exe,cmd.exe,67.74,191.27,2.15,1.05,0.45,4.66,13.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:24,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,1.0,0.0,16.0,0.38
process,2026-03-25 00:16:24,3,1,1,0,0,0,1,postgres.exe,pg_ctl.exe,24.74,117.23,1.92,1.12,0.59,4.17,13.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:25,0,2,0,0,0,0,0,python.exe,cmd.exe,55.06,97.34,2.09,1.57,0.14,2.84,1.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:25,0,1,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,80.0,0.0,0.0,9.0,15.0,0.76,,,,,,,
file,2026-03-25 00:16:25,3,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,exe,1.0,0.0,16.0,0.04
network,2026-03-25 00:16:25,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,8080.0,0.0,0.0,16.0,15.0,0.19,,,,,,,
file,2026-03-25 00:16:26,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,modified,exe,0.0,1.0,16.0,0.73
network,2026-03-25 00:16:26,4,2,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,0.0,3.0,13.0,0.05,,,,,,,
file,2026-03-25 00:16:26,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,exe,1.0,1.0,5.0,0.52
process,2026-03-25 00:16:26,4,0,1,0,0,0,1,python.exe,cmd.exe,78.7,158.0,0.89,0.37,0.64,4.13,12.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:27,0,2,0,0,0,0,0,postgres.exe,cmd.exe,67.53,165.37,0.47,1.12,0.25,3.55,16.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:27,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,exe,1.0,1.0,10.0,0.32
network,2026-03-25 00:16:27,0,0,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,8080.0,1.0,0.0,1.0,9.0,0.5,,,,,,,
process,2026-03-25 00:16:27,4,0,1,0,0,0,1,python.exe,explorer.exe,92.57,160.66,2.59,0.52,0.29,3.25,18.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:28,2,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,15.0,10.0,0.51,,,,,,,
network,2026-03-25 00:16:28,1,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,80.0,1.0,0.0,26.0,8.0,0.43,,,,,,,
file,2026-03-25 00:16:28,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,conf,1.0,1.0,9.0,0.95
file,2026-03-25 00:16:28,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,conf,1.0,1.0,18.0,0.63
network,2026-03-25 00:16:29,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,0.0,1.0,8.0,15.0,0.14,,,,,,,
process,2026-03-25 00:16:29,0,0,0,0,0,0,0,python.exe,cmd.exe,62.97,403.64,2.12,2.66,0.38,0.0,15.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:29,3,1,1,0,0,0,1,chrome.exe,cmd.exe,39.82,244.97,2.62,2.14,0.09,0.24,4.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:29,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,1.0,0.0,1.0,0.43
file,2026-03-25 00:16:30,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,0.0,3.0,0.88
process,2026-03-25 00:16:30,4,0,1,0,0,0,1,python.exe,explorer.exe,55.1,133.45,2.81,2.65,0.92,1.43,10.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:30,1,2,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,23.0,14.0,0.22,,,,,,,
process,2026-03-25 00:16:30,0,0,0,0,0,0,0,postgres.exe,cmd.exe,23.29,287.33,0.02,1.75,0.42,2.13,10.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:31,4,1,1,0,0,0,1,chrome.exe,explorer.exe,96.36,322.67,0.86,0.24,0.91,1.76,7.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:31,0,2,0,0,0,0,0,python.exe,cmd.exe,68.58,329.08,1.5,0.62,0.37,1.38,13.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:31,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,1.0,1.0,18.0,0.46
file,2026-03-25 00:16:31,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,1.0,1.0,4.0,0.79
network,2026-03-25 00:16:32,4,1,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,12.0,3.0,0.03,,,,,,,
network,2026-03-25 00:16:32,2,2,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,80.0,0.0,1.0,28.0,9.0,0.09,,,,,,,
process,2026-03-25 00:16:32,4,1,1,0,0,0,1,python.exe,explorer.exe,88.13,83.22,1.25,1.82,0.23,1.08,17.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:32,4,2,1,0,0,0,1,postgres.exe,pg_ctl.exe,91.49,199.73,0.74,1.1,0.96,3.9,11.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:33,3,1,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,1.0,1.0,9.0,8.0,0.14,,,,,,,
process,2026-03-25 00:16:33,3,1,1,0,0,0,1,postgres.exe,explorer.exe,40.57,394.84,2.38,2.92,0.24,2.9,8.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:33,4,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,0.0,13.0,0.72
network,2026-03-25 00:16:33,2,0,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,8080.0,0.0,1.0,19.0,3.0,0.35,,,,,,,
process,2026-03-25 00:16:34,0,2,0,0,0,0,0,postgres.exe,cmd.exe,14.94,192.99,2.79,0.54,0.29,4.19,14.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:34,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,txt,1.0,0.0,20.0,0.33
process,2026-03-25 00:16:34,3,1,1,0,0,0,1,chrome.exe,pg_ctl.exe,72.51,246.32,0.66,1.62,0.76,3.7,3.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:34,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,0.0,13.0,0.76
process,2026-03-25 00:16:35,2,0,0,0,0,0,0,postgres.exe,pg_ctl.exe,34.42,115.1,0.76,1.79,0.76,3.72,16.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:35,2,1,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,80.0,0.0,0.0,21.0,7.0,0.09,,,,,,,
process,2026-03-25 00:16:35,1,1,0,0,0,0,0,python.exe,cmd.exe,82.97,173.88,2.11,1.47,0.21,2.62,13.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:35,0,2,0,0,0,0,0,python.exe,cmd.exe,81.14,274.21,0.47,0.92,0.47,1.03,15.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:36,3,0,0,1,1,0,1,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,80.0,0.0,1.0,30.0,1.0,0.06,,,,,,,
process,2026-03-25 00:16:36,3,2,1,0,0,0,1,postgres.exe,pg_ctl.exe,56.35,129.43,0.2,2.85,0.84,4.98,7.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:36,0,0,0,0,0,0,0,postgres.exe,cmd.exe,56.98,237.2,2.92,0.31,0.06,0.58,16.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:36,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,modified,exe,1.0,0.0,14.0,0.35
network,2026-03-25 00:16:37,4,2,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,4444.0,0.0,0.0,27.0,5.0,0.53,,,,,,,
process,2026-03-25 00:16:37,4,0,1,0,0,0,1,chrome.exe,cmd.exe,75.31,457.28,0.83,1.93,0.85,2.3,9.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:37,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,1.0,0.0,13.0,5.0,0.98,,,,,,,
file,2026-03-25 00:16:37,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,conf,0.0,0.0,14.0,0.71
process,2026-03-25 00:16:38,0,1,0,0,0,0,0,chrome.exe,cmd.exe,2.05,128.26,1.37,0.36,0.19,4.81,13.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:38,1,0,0,0,0,0,0,postgres.exe,explorer.exe,9.09,231.31,2.43,0.08,0.81,4.11,2.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:38,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,exe,1.0,1.0,1.0,0.35
file,2026-03-25 00:16:38,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,deleted,conf,0.0,1.0,14.0,0.67
file,2026-03-25 00:16:39,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,exe,1.0,1.0,3.0,0.73
process,2026-03-25 00:16:39,4,0,1,0,0,0,1,python.exe,cmd.exe,0.28,433.6,2.43,1.7,0.37,2.2,11.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:39,0,2,0,0,0,0,0,python.exe,cmd.exe,43.42,414.95,1.84,2.74,0.63,0.06,9.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:39,1,0,0,0,0,0,0,chrome.exe,cmd.exe,80.72,19.68,1.49,0.51,0.86,0.52,9.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:40,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,txt,1.0,1.0,17.0,0.2
network,2026-03-25 00:16:40,4,2,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,4444.0,1.0,1.0,8.0,11.0,0.1,,,,,,,
process,2026-03-25 00:16:40,0,0,0,0,0,0,0,python.exe,pg_ctl.exe,19.29,457.42,2.05,0.92,0.88,3.36,5.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:40,0,1,0,0,0,0,0,postgres.exe,explorer.exe,56.13,454.12,2.93,1.31,0.3,2.17,16.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:41,0,2,0,0,0,0,0,python.exe,pg_ctl.exe,11.25,204.64,1.3,0.68,0.11,4.29,4.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:41,1,2,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,1.0,30.0,6.0,0.03,,,,,,,
file,2026-03-25 00:16:41,4,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,deleted,exe,0.0,0.0,5.0,0.41
process,2026-03-25 00:16:41,0,0,0,0,0,0,0,postgres.exe,pg_ctl.exe,55.91,70.95,0.7,1.65,0.99,3.62,8.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:42,2,0,0,0,0,0,0,postgres.exe,explorer.exe,64.91,251.14,1.69,0.57,0.7,1.63,10.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:42,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,modified,txt,0.0,0.0,1.0,0.28
process,2026-03-25 00:16:42,2,0,0,0,0,0,0,postgres.exe,pg_ctl.exe,69.13,171.04,2.29,2.17,0.78,3.28,13.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:42,4,2,0,1,1,0,1,chrome.exe,,,,,,,,,,8.8.8.8,80.0,0.0,1.0,25.0,15.0,0.22,,,,,,,
network,2026-03-25 00:16:43,2,2,0,0,0,0,0,unknown,,,,,,,,,,8.8.8.8,4444.0,0.0,1.0,8.0,2.0,0.52,,,,,,,
process,2026-03-25 00:16:43,4,1,1,0,0,0,1,python.exe,explorer.exe,35.71,21.25,0.48,0.65,0.19,4.74,6.0,0.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:43,2,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,txt,0.0,0.0,20.0,0.82
process,2026-03-25 00:16:43,0,1,0,0,0,0,0,postgres.exe,explorer.exe,94.48,251.49,2.96,0.84,0.31,0.95,5.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:44,2,0,0,0,0,0,0,postgres.exe,pg_ctl.exe,7.06,416.54,1.37,1.59,0.01,3.53,12.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:44,4,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,modified,txt,1.0,0.0,10.0,0.37
process,2026-03-25 00:16:44,0,1,0,0,0,0,0,postgres.exe,explorer.exe,89.71,259.26,2.01,2.07,0.68,1.73,3.0,0.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:44,4,2,1,0,0,0,1,chrome.exe,pg_ctl.exe,8.97,370.59,1.55,0.63,0.36,2.99,11.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:45,4,1,0,1,1,0,1,unknown,,,,,,,,,,2a04:4e42:8e::684,8080.0,1.0,1.0,22.0,5.0,0.03,,,,,,,
process,2026-03-25 00:16:45,1,0,0,0,0,0,0,postgres.exe,cmd.exe,48.14,297.99,2.71,1.75,0.55,2.51,1.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:45,3,0,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,80.0,0.0,1.0,5.0,3.0,0.05,,,,,,,
process,2026-03-25 00:16:45,3,0,1,0,0,0,1,chrome.exe,explorer.exe,99.59,263.24,0.26,1.91,0.68,3.43,17.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:46,2,1,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,80.0,0.0,0.0,5.0,8.0,0.72,,,,,,,
network,2026-03-25 00:16:46,2,2,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,0.0,0.0,18.0,12.0,0.66,,,,,,,
file,2026-03-25 00:16:46,2,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,0.0,1.0,1.0,0.92
network,2026-03-25 00:16:46,0,2,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,1.0,0.0,2.0,4.0,0.27,,,,,,,
file,2026-03-25 00:16:47,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,deleted,exe,0.0,1.0,9.0,0.73
network,2026-03-25 00:16:47,1,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,443.0,1.0,0.0,25.0,10.0,0.51,,,,,,,
process,2026-03-25 00:16:47,1,0,0,0,0,0,0,postgres.exe,explorer.exe,26.96,105.92,1.76,2.07,0.18,1.21,8.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:47,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,1.0,0.0,9.0,0.95
network,2026-03-25 00:16:48,4,1,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,4444.0,1.0,0.0,8.0,6.0,0.54,,,,,,,
file,2026-03-25 00:16:48,1,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,/tmp/file.txt,created,conf,1.0,0.0,16.0,0.67
process,2026-03-25 00:16:48,1,0,0,0,0,0,0,python.exe,explorer.exe,57.88,230.11,2.76,1.79,0.96,4.81,4.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:48,0,2,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,0.0,12.0,3.0,0.2,,,,,,,
process,2026-03-25 00:16:49,0,0,0,0,0,0,0,postgres.exe,explorer.exe,71.46,13.44,1.95,2.21,0.23,4.22,6.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:49,1,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,/etc/passwd,created,txt,1.0,0.0,7.0,0.5
file,2026-03-25 00:16:49,2,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,created,exe,0.0,0.0,19.0,0.36
network,2026-03-25 00:16:49,3,1,0,1,1,0,1,unknown,,,,,,,,,,192.168.1.1,8080.0,0.0,0.0,16.0,3.0,0.85,,,,,,,
network,2026-03-25 00:16:50,1,1,0,0,0,0,0,chrome.exe,,,,,,,,,,2a04:4e42:8e::684,443.0,1.0,0.0,23.0,4.0,0.15,,,,,,,
network,2026-03-25 00:16:50,4,1,0,1,1,0,1,chrome.exe,,,,,,,,,,192.168.1.1,8080.0,1.0,1.0,29.0,9.0,0.09,,,,,,,
process,2026-03-25 00:16:50,1,1,0,0,0,0,0,postgres.exe,pg_ctl.exe,94.46,253.67,0.86,2.86,0.08,1.66,14.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:50,0,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,80.0,0.0,0.0,23.0,15.0,0.21,,,,,,,
process,2026-03-25 00:16:51,3,2,1,0,0,0,1,python.exe,pg_ctl.exe,0.47,254.88,1.73,1.05,0.24,3.04,10.0,1.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:51,2,0,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,443.0,1.0,1.0,8.0,11.0,0.07,,,,,,,
network,2026-03-25 00:16:51,0,1,0,0,0,0,0,chrome.exe,,,,,,,,,,192.168.1.1,4444.0,0.0,1.0,18.0,8.0,0.77,,,,,,,
file,2026-03-25 00:16:51,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/tmp/file.txt,modified,conf,0.0,0.0,3.0,0.98
file,2026-03-25 00:16:52,3,2,0,0,0,1,1,,,,,,,,,,,,,,,,,,/etc/passwd,created,exe,0.0,1.0,3.0,0.1
network,2026-03-25 00:16:52,3,2,0,1,1,0,1,unknown,,,,,,,,,,8.8.8.8,80.0,0.0,1.0,16.0,9.0,0.74,,,,,,,
process,2026-03-25 00:16:52,1,1,0,0,0,0,0,postgres.exe,cmd.exe,41.73,66.24,0.84,0.94,0.04,1.08,20.0,1.0,,,,,,,,,,,,,,
file,2026-03-25 00:16:52,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,E:\agentic_ai\defense system\password.txt,modified,conf,0.0,0.0,17.0,0.44
network,2026-03-25 00:16:53,1,2,0,0,0,0,0,chrome.exe,,,,,,,,,,8.8.8.8,443.0,0.0,0.0,17.0,15.0,0.04,,,,,,,
process,2026-03-25 00:16:53,3,0,1,0,0,0,1,python.exe,pg_ctl.exe,66.93,151.62,1.55,2.72,0.76,0.12,9.0,1.0,,,,,,,,,,,,,,
process,2026-03-25 00:16:53,1,2,0,0,0,0,0,python.exe,pg_ctl.exe,91.15,210.33,1.77,2.56,0.8,1.09,2.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:53,2,1,0,0,0,0,0,unknown,,,,,,,,,,192.168.1.1,443.0,1.0,1.0,20.0,2.0,0.96,,,,,,,
process,2026-03-25 00:16:54,4,0,1,0,0,0,1,chrome.exe,explorer.exe,78.01,318.78,1.42,2.91,0.56,1.3,7.0,0.0,,,,,,,,,,,,,,
network,2026-03-25 00:16:54,2,0,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,4444.0,0.0,1.0,7.0,8.0,0.81,,,,,,,
network,2026-03-25 00:16:54,1,2,0,0,0,0,0,unknown,,,,,,,,,,2a04:4e42:8e::684,80.0,1.0,1.0,18.0,13.0,0.94,,,,,,,
